super_opeid,name,czname,state,par_median,k_median,par_q1,par_top1pc,kq5_cond_parq1,ktop1pc_cond_parq1,mr_kq5_pq1,mr_ktop1_pq1,trend_parq1,trend_bottom40,count,opeid,institution_name,superopeid_name,multi,longitude,latitude,city,full_opeid,region,fips,cz,cfips,county,zip,tier,tier_name,type,iclevel,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,hbcu,flagship,ipeds_enrollment_2013,ipeds_enrollment_2000,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,sat_avg_2013,sat_avg_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
25561,ETI School Of Skilled Trades,Chicago,IL,63100,37400,14.308093,0.97700012,22.285027,0.18654738,3.1885624,0.026691372999999997,7.4553342,9.425656300000002,138.5,25561,ETI SCHOOL OF SKILLED TRADES,ETI SCHOOL OF SKILLED TRADES,0,-87.936249,41.748334,Willowbrook,2556100.0,2,17,24300,17043,Dupage,60143,12,Less than two-year schools of any type,3,3,0,999,2893.7266,5241.6597,0,0,309,179.0,,,,,,,,,17631.0,,37900.0,,803401.0,454532.0,0.022346368,0.07821229099999999,0.22346368,0.0,0.0,0.0,0.0,0.0,0.0,53.376205000000006,0.0,46.623795
2632,Seton Hall University,Newark,NJ,100900,56900,7.540646099999999,2.4662397,42.224033,1.3526973999999998,3.183965,0.10200213,-2.514046,-6.2506394,1009.666666666667,2632,SETON HALL UNIVERSITY,SETON HALL UNIVERSITY,0,-74.246027,40.742336,South Orange,263200.0,1,34,19600,34013,Essex,7079,6,Selective private,2,1,0,3,5482.6665,8680.6719,0,0,5839,9920.0,36926.0,18290.0,0.6409235668789809,0.5630165289256198,9282.0,66350.26649076518,1130.0,1060.0,19542.0,0.2084,53300.0,,86102000.0,51118352.0,0.061632425,0.09587266300000001,0.086063296,0.025356282999999997,6.8848758000000005,20.654626999999998,6.9977427,8.8036118,10.270881,10.270881,36.117382,0.0
1131,California Institute Of Technology,Los Angeles,CA,124500,83000,4.8102689000000005,4.3595595000000005,66.062187,15.034837,3.1777687,0.72321606,-1.3833109,-7.9113879,190.66666666666669,1131,CALIFORNIA INSTITUTE OF TECHNOLOGY,CALIFORNIA INSTITUTE OF TECHNOLOGY,0,-118.125878,34.137349,Pasadena,113100.0,4,6,38300,6037,Los Angeles,91125,2,Other elite schools (public and private),2,1,0,1,61970.355,84188.586,0,0,977,1968.0,43362.0,19959.0,0.9307359307359307,0.8564814814814815,16120.0,107834.62987012991,1550.0,1520.0,9110.0,0.89450002,74000.0,,181390000.0,126484896.0,0.24865447,0.013993542,0.05920344599999999,0.091496229,0.0,0.0,0.0,0.0,0.0,97.524757,2.4752476000000003,0.0
1693,Northeastern Illinois University,Chicago,IL,53300,34900,18.364094,0.12983769,17.297632,0.19512728,3.1765535,0.035833359,1.0868969,0.057185248,900.0,1693,NORTHEASTERN ILLINOIS UNIVERSITY,NORTHEASTERN ILLINOIS UNIVERSITY,0,-87.718983,41.980399,Chicago,169300.0,2,17,24300,17031,Cook,60625,5,Selective public,1,1,1,4,2681.8323,7636.2656,0,0,8950,10941.0,8299.0,2664.0,0.20344827586206898,0.1414267834793492,6988.0,52745.548295454544,910.0,,14784.0,0.40189999,36000.0,,81465538.0,31556472.0,0.13743393,0.13226815,0.27150407,0.015136953,9.7208853,12.897017,0.0,21.751684,7.0259867,13.85948,34.744946,0.0
1749,Roosevelt University,Chicago,IL,73500,37000,14.085454,0.90270692,22.551323,0.0,3.176456,0.0,-6.0675983,-10.915758,211.0,1749,ROOSEVELT UNIVERSITY,ROOSEVELT UNIVERSITY,0,-87.62495200000001,41.876055,Chicago,174900.0,2,17,24300,17031,Cook,60605,6,Selective private,2,1,0,3,3478.1545,6109.6221,0,0,3658,7359.0,26900.0,13070.0,0.4144486692015209,0.2679738562091503,7992.0,47870.59090909091,1050.0,1000.0,25834.0,0.2122,44600.0,,38010358.0,23663338.0,0.040085744,0.26430869,0.11103965,0.047159702000000005,7.9947577,31.585846000000004,0.1310616,6.684141599999999,2.4901705,13.630405999999999,37.48362,0.0
2617,Montclair State University,Newark,NJ,86600,50000,9.4593859,0.54788131,33.517990000000005,0.74326283,3.1705961,0.07030810400000001,-3.0900805,-6.5529675,1434.666666666667,2617,MONTCLAIR STATE UNIVERSITY,MONTCLAIR STATE UNIVERSITY,0,-74.198141,40.860414,Montclair,261700.0,1,34,19600,34013,Essex,7043,5,Selective public,1,1,1,4,3560.8958,7148.8882,0,0,15431,13502.0,11540.0,4561.0,0.6339458413926499,0.5603015075376885,9661.0,67960.74829931973,975.0,1005.0,16701.0,0.3468,48700.0,,124574000.0,48966392.0,0.04878288099999999,0.11111111,0.15675305,0.040930506,18.603319,26.731540999999996,1.2020607,2.8048081000000002,0.0,13.222667999999999,37.435604,0.0
2946,Methodist University,Fayetteville,NC,68600,39300,14.348197,0.54333872,21.976086,0.053761184000000004,3.153172,0.0077137607,-4.1235824,-8.6226683,401.0,2946,METHODIST UNIVERSITY,METHODIST UNIVERSITY,0,-78.874426,35.135058,Fayetteville,294600.0,3,37,1400,37051,Cumberland,28311,6,Selective private,2,1,0,5,3810.4729,6525.6973,0,0,2243,2134.0,29080.0,13380.0,0.4358353510895884,0.296875,6726.0,40394.378947368416,945.0,975.0,23282.0,0.38780001,39600.0,,13988691.0,7362560.5,0.013589503000000001,0.18603562,0.059044047999999995,0.033739455,5.072464,36.594204,4.710145,15.217391000000001,7.6086955000000005,11.956522,18.84058,0.0
31275,Advanced Technology Institute,Virginia Beach,VA,57200,33900,15.953134,0.24579081,19.706888,0.04072338,3.1438662999999996,0.0064966553,5.1361669999999995,10.330075,127.6666666666667,31275,ADVANCED TECHNOLOGY INSTITUTE,ADVANCED TECHNOLOGY INSTITUTE,0,-76.18226800000001,36.841381,Virginia Beach,3127500.0,3,51,2000,51810,Virginia Beach City,23462,11,Two-year for-profit,3,2,0,999,3841.7444,8173.1704,0,0,824,273.0,13255.0,6942.0,0.6814159292035398,,3814.0,,,,18350.0,0.096600004,35300.0,,6635811.0,1168395.0,0.043956045,0.26373628,0.021978023,0.0,0.0,0.0,0.0,0.0,0.0,15.163935,0.0,84.836067
3583,Lee College,Houston,TX,63300,34400,16.421404000000003,0.10605339999999999,19.073608,0.34340349,3.132154,0.056391668,-1.7041065,-4.704452,674.8333333333334,3583,LEE COLLEGE,LEE COLLEGE,0,-94.978184,29.732505,Baytown,358300.0,3,48,32000,48201,Harris,77520,9,Two-year (public and private not-for-profit),1,2,1,999,2398.3572,3247.9216,0,0,5911,5932.0,2442.0,928.0,0.2110091743119266,0.1180904522613065,7582.0,59760.20765027322,,,6413.0,,28600.0,,18793591.0,15168756.0,0.007923129000000001,0.17683749,0.19049224,0.0092717465,0.64599484,17.764858,6.3307495000000005,5.4909563,0.96899223,35.981911,0.32299742,32.493542
8284,Mitchell Technical Institute,Mitchell,SD,59000,41400,9.864889100000001,0.12388872,31.680515000000003,0.0,3.1252477,0.0,-1.3488239,-14.025122,225.0,8284,MITCHELL TECHNICAL INSTITUTE,MITCHELL TECHNICAL INSTITUTE,0,-98.002505,43.688663,Mitchell,828400.0,2,46,27006,46035,Davison,57301,9,Two-year (public and private not-for-profit),1,2,1,999,3889.7178,6458.71,0,0,1203,905.0,5072.0,2480.0,0.6430517711171662,0.6711711711711712,4859.0,39055.56862745098,,,8808.0,,38000.0,,5591349.0,3238850.0,0.0033149171999999998,0.0,0.0011049723,0.0,0.0,8.510638199999999,8.8145895,0.0,0.0,13.37386,10.334347,58.966564
3662,Victoria College,Victoria,TX,65600,34700,16.425104,0.27140832,18.974012,0.28507593,3.1165013,0.046824019,-2.6225883999999997,-0.86889845,717.3333333333335,3662,VICTORIA COLLEGE,VICTORIA COLLEGE,0,-96.979226,28.816446000000003,Victoria,366200.0,3,48,31101,48469,Victoria,77901,9,Two-year (public and private not-for-profit),1,2,1,999,2350.9387,2916.7927,0,0,4419,4022.0,4050.0,1266.0,0.1502732240437159,0.2532833020637899,5777.0,43231.594339622636,,,7072.0,,32500.0,841.2429199999999,12511976.0,9840387.0,0.012182993999999999,0.046991545999999995,0.28990552,0.0027349577000000003,0.0,9.937888099999999,48.240165999999995,13.250518,13.664596,10.559007000000001,0.0,4.347826
2262,Kettering University,Detroit,MI,100100,85400,4.1647801,0.51637679,74.68937700000001,0.0,3.1106484,0.0,-1.3353173,-5.1616268,502.0,2262,KETTERING UNIVERSITY,KETTERING UNIVERSITY,0,-83.71282,43.012468,Flint,226200.0,2,26,11600,26049,Genesee,48504,4,Highly selective private,2,1,0,2,5329.1436,8894.9971,0,0,1684,3331.0,36980.0,16110.0,0.6077922077922078,0.6342857142857142,7704.0,62818.2695035461,1210.0,1220.0,26542.0,0.38409999,74900.0,,19278716.0,14279598.0,0.041033436,0.07180851,0.016337385,0.055851065,0.0,6.2992125,0.0,0.0,0.0,93.700783,0.0,0.0
5617,South Georgia Technical College,Americus,GA,29700,18500,41.270695,0.062383078,7.524085,0.01031527,3.1052423,0.0042571835,-11.140316,-14.550069,219.0,5617,SOUTH GEORGIA TECHNICAL COLLEGE,SOUTH GEORGIA TECHNICAL COLLEGE,0,-84.188321,32.116663,Americus,561700.0,3,13,9702,13261,Sumter,31709,9,Two-year (public and private not-for-profit),1,2,1,999,5021.6011,4584.0952,0,0,1828,1319.0,2724.0,1041.0,0.3150943396226415,0.3705179282868526,4207.0,37369.61643835616,,,2803.0,,23300.0,,9247224.0,6399183.0,0.0015163003,0.49810463,0.0075815013,0.0,0.0,36.544849,10.963455,0.0,0.0,0.33222592,0.0,52.15947
1582,Morehouse College,Atlanta,GA,81800,49800,8.5088177,2.4155521,36.409615,0.075162061,3.0980279,0.0063954028,3.6193663999999997,4.4517918,548.5,1582,MOREHOUSE COLLEGE,MOREHOUSE COLLEGE,0,-84.414917,33.745982,Atlanta,158200.0,3,13,9100,13121,Fulton,30314,6,Selective private,2,1,0,4,6354.9888,9449.9795,1,0,2170,2970.0,26090.0,11544.0,0.5383386581469649,0.5597269624573379,6903.0,51020.62091503268,1000.0,1050.0,28302.0,0.33160001,40900.0,,20173491.0,18174776.0,0.0013468013,0.93265992,0.0026936026,0.052525252,12.5,28.373015999999996,0.0,3.7698412000000006,0.0,30.753967,24.603174,0.0
2664,Western New Mexico University,Deming,NM,51200,28000,23.116117000000003,0.011504872,13.372535000000001,0.0,3.0912108,0.0,1.0240467,3.2590183999999995,266.3333333333333,2664,WESTERN NEW MEXICO UNIVERSITY,WESTERN NEW MEXICO UNIVERSITY,0,-108.28328400000001,32.7767,Silver City,266400.0,4,35,30604,35017,Grant,88061,5,Selective public,1,1,1,5,3732.7539,4913.3809,0,0,2849,2669.0,5346.0,1933.0,0.16751269035532998,0.3870967741935484,5920.0,44739.59259259259,,,9869.0,,31200.0,975.6886599999999,16073250.0,8534299.0,0.004157044,0.017551962,0.42632794,0.0,2.1943574,13.793103,12.852665,9.090909,13.479624,9.717868800000002,35.423199,3.4482758000000002
3749,George Mason University,Washington DC,VA,107500,56500,6.1455531,1.3030353000000001,50.281109,0.74004775,3.0900524,0.045480028,-1.6624299,-3.9814510000000003,2159.333333333334,3749,GEORGE MASON UNIVERSITY,GEORGE MASON UNIVERSITY,0,-77.307428,38.829976,Fairfax,374900.0,3,51,11304,51059,Fairfax,22030,5,Selective public,1,1,1,3,4495.3115,8497.9473,0,0,21990,23408.0,10382.0,3768.0,0.6669733210671573,0.4949333333333333,10524.0,70476.96226415095,1150.0,1070.0,13249.0,0.37970001,57000.0,1449.6382,265415703.0,119636128.0,0.15877511,0.092591375,0.073427722,0.037207771,16.941260999999997,26.361031,6.2320919,7.8796563,3.7965617,14.648997,24.140401999999998,0.0
2653,New Mexico Highlands University,Las Vegas,NM,48500,33600,21.17561,0.074358374,14.582239000000001,0.039820332,3.087878,0.008432198299999999,-4.8120532,-6.781602900000001,227.33333333333331,2653,NEW MEXICO HIGHLANDS UNIVERSITY,NEW MEXICO HIGHLANDS UNIVERSITY,0,-105.219197,35.596233000000005,Las Vegas,265300.0,4,35,34801,35047,San Miguel,87701,5,Selective public,1,1,1,5,4896.3662,4584.6011,0,0,2396,3275.0,4500.0,2017.0,0.1844380403458213,0.1896551724137931,6118.0,45193.694029850754,,,8809.0,,35100.0,601.6564900000001,17705377.0,16768996.0,0.019067796,0.029661017,0.63188559,0.0079449154,6.637167900000001,17.699116,13.274335999999998,2.2123895,0.0,14.159292,46.0177,0.0
2913,Campbell University,Raleigh,NC,69900,42700,11.58799,0.80606323,26.630831,0.29917651,3.085978,0.034668542000000004,-5.1521039,-10.371081,920.0,2913,CAMPBELL UNIVERSITY,CAMPBELL UNIVERSITY,0,-78.738238,35.409149,Buies Creek,291300.0,3,37,1701,37085,Harnett,27506,6,Selective private,2,1,0,4,3213.4185,8065.4346,0,0,4465,5880.0,27530.0,11548.0,0.4892897406989853,0.4703832752613241,7536.0,55003.11875,1025.0,,20803.0,0.3017,42900.0,,44335354.0,19527594.0,0.0,0.18371789,0.059207663,0.029821506,3.3081286,29.867676,6.994329,1.9848771,2.5519847999999996,4.536861900000001,50.756142,0.0
1710,Loyola University Chicago,Chicago,IL,98600,53500,8.187808,3.7387303999999997,37.633072,2.2220445,3.0813236,0.18193674,-3.6914933,-6.337962200000001,1114.666666666667,1710,LOYOLA UNIVERSITY CHICAGO,LOYOLA UNIVERSITY CHICAGO,0,-87.65687199999999,42.000765,Chicago,171000.0,2,17,24300,17031,Cook,60660,4,Highly selective private,2,1,0,2,8623.6924,9682.2051,0,0,10168,12605.0,37412.0,18766.0,0.7100737100737101,0.7017873941674506,9432.0,67839.81115879829,1155.0,1155.0,22627.0,0.086000003,50600.0,,143353406.0,98896240.0,0.11889091,0.09060356,0.085702285,0.028987536,11.860795,20.383523999999998,8.238636,0.49715909,6.25,15.269885999999998,37.5,0.0
2707,Columbia University In The City Of New York,New York,NY,169600,75300,5.0208129999999995,13.680275,61.217045,14.944354999999998,3.0735933999999996,0.75032812,0.26161888,0.86041361,1244.333333333333,2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,0,-73.961885,40.808285999999995,New York,270700.0,1,36,19400,36061,New York,10027,1,Ivy Plus,2,1,0,1,25610.715,71529.219,0,0,7970,19639.0,51008.0,25922.0,0.9328956965718453,0.9182539682539682,15706.0,89583.95649307844,1480.0,,8086.0,0.92580003,72900.0,,1879626358.0,637816896.0,0.12667975,0.07322965599999999,0.06719009599999999,0.13906085,24.198616,0.0,6.1596479,2.3255816000000005,0.0,31.615337,35.700817,0.0
1481,Florida Atlantic University,Port St. Lucie,FL,77100,40500,11.623572,1.9166873,26.414555,1.0326598,3.0703148999999996,0.12003196,-2.9542212,-5.976882499999999,1658.666666666667,1481,FLORIDA ATLANTIC UNIVERSITY,FLORIDA ATLANTIC UNIVERSITY,0,-80.10297800000001,26.372421000000003,Boca Raton,148100.0,3,12,7100,12099,Palm Beach,33431,5,Selective public,1,1,1,4,4581.6328,4695.1157,0,0,25790,21046.0,4831.0,2397.0,0.4104564962934062,0.3826173826173826,7962.0,59223.23201174742,1050.0,1030.0,10215.0,0.52270001,41400.0,,153800029.0,96134328.0,0.042866942000000005,0.15357795,0.11899863,0.054583902999999996,10.448213,23.77347,7.6620231,6.1477895,7.328891800000001,16.626286999999998,28.013325,0.0
4736,Bergen Community College,Newark,NJ,72000,33900,13.5021,0.67213118,22.634359,0.2834419,3.056114,0.038270608,-0.42625675,-0.8618505,1818.0,4736,BERGEN COMMUNITY COLLEGE,BERGEN COMMUNITY COLLEGE,0,-74.08880400000001,40.951782,Paramus,473600.0,1,34,19600,34003,Bergen,7652,9,Two-year (public and private not-for-profit),1,2,1,999,2042.7061,3815.2412,0,0,15882,11993.0,7614.0,3784.0,0.1651112706389088,0.0911910669975186,7030.0,65261.462311557785,,,7087.0,,35500.0,8.4215794,59489368.0,27114936.0,0.11156508,0.056616358,0.18610856,0.056282833,4.4420366,9.2091007,19.718309,53.737812,6.2838569,1.3001083,3.3586133,1.9501625
2737,Iona College,New York,NY,97400,56200,7.7935553,1.1320206,39.170803,0.56939501,3.0527982999999996,0.04437611599999999,-3.4799928999999996,-9.037919,618.3333333333334,2737,IONA COLLEGE,IONA COLLEGE,0,-73.788046,40.925725,New Rochelle,273700.0,1,36,19400,36119,Westchester,10801,6,Selective private,2,1,0,3,4912.437,6855.9302,0,0,3539,4469.0,34030.0,15870.0,0.6258278145695364,0.5211480362537765,9082.0,58414.1,1015.0,1000.0,19858.0,0.0788,52700.0,,29540000.0,20589030.0,0.016072473,0.098188192,0.11426067,0.010520163999999999,4.754828900000001,31.203566,9.361069699999998,1.4858841,11.144131,6.3893013,35.661221000000005,0.0
2803,Rensselaer Polytechnic Institute,Albany,NY,114200,84100,4.7184253,2.4381247000000004,64.620743,7.157175099999999,3.0490816,0.33770594,-2.0320621,-7.116044500000001,1080.333333333333,2803,RENSSELAER POLYTECHNIC INSTITUTE,RENSSELAER POLYTECHNIC INSTITUTE,0,-73.67664599999999,42.729978,Troy,280300.0,1,36,18600,36083,Rensselaer,12180,2,Other elite schools (public and private),2,1,0,1,10084.183,16340.343,0,0,5452,8022.0,47908.0,24225.0,0.8493788819875776,0.7817371937639198,12145.0,74392.45497630331,1395.0,1315.0,23115.0,0.588,81700.0,,108093000.0,79654072.0,0.11418618,0.040061932,0.04722276,0.045093864000000004,3.6964982,14.688716000000001,1.6536965000000001,0.0,0.097276263,77.918289,1.9455253000000001,0.0
1409,University Of Saint Joseph,Bridgeport,CT,86600,45800,8.0174017,0.70990878,37.989376,0.0,3.0457606,0.0,-0.9294427,0.33672625,147.0,1409,UNIVERSITY OF SAINT JOSEPH,UNIVERSITY OF SAINT JOSEPH,0,-72.72965,41.781040999999995,West Hartford,140900.0,1,9,20901,9003,Hartford,6117,6,Selective private,2,1,0,4,4318.9858,8089.1089,0,0,1049,1823.0,34755.0,17180.0,0.5212121212121212,0.4939024390243902,8193.0,55256.91666666666,965.0,,20680.0,0.14300001,49700.0,,18957000.0,7163386.5,0.021189895,0.079869598,0.037489813,0.0,8.955224000000001,23.383085,15.422885999999998,2.9850745,15.920398,7.4626865,25.870646,0.0
6911,Montgomery College,Washington DC,MD,69000,36100,13.333452,0.82312393,22.764513,0.17009933,3.0352955,0.022680113,-1.8984661,-3.7960105000000004,2941.333333333334,6911,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE,0,-77.15929,39.098656,Rockville,691100.0,3,24,11304,24031,Montgomery,20850,9,Two-year (public and private not-for-profit),1,2,1,999,3972.7478,3298.0259,0,0,26155,20923.0,8910.0,6020.0,0.1635472370766488,0.0633263743910926,7929.0,58853.400457665906,,,7417.0,,40500.0,392.39816,107483976.0,55399480.0,0.14180566,0.23170674,0.10978349,0.080103233,5.6691451,27.323421000000003,11.617101,34.293678,5.483271599999999,10.408922,0.92936802,4.275093099999999
2986,Winston-Salem State University,Winston-Salem,NC,45400,33800,21.012121,0.1135008,14.410923,0.0025995267000000002,3.0280406,0.00054621568,-3.3194407999999997,-2.2660465,466.33333333333326,2986,WINSTON-SALEM STATE UNIVERSITY,WINSTON-SALEM STATE UNIVERSITY,0,-80.225033,36.089554,Winston-Salem,298600.0,3,37,401,37067,Forsyth,27110,5,Selective public,1,1,1,5,6113.4478,9766.8936,1,0,4938,2857.0,5583.0,1805.0,0.4553014553014553,0.4291666666666666,7643.0,54392.291428571414,865.0,860.0,7065.0,0.44350001,33300.0,4787.6323,53661834.0,18392332.0,0.008087201,0.82594937,0.0073839664,0.00035161742999999994,1.4652015,15.201466,40.293040999999995,12.087912,0.0,9.157509800000001,21.794872,0.0
2894,University Of Rochester,Buffalo,NY,129200,62000,5.7357917,5.5780468,52.67290500000001,6.4756145,3.0212083,0.37142777,-1.1745845,-2.4745126,988.6666666666665,2894,UNIVERSITY OF ROCHESTER,UNIVERSITY OF ROCHESTER,0,-77.631202,43.126397,Rochester,289400.0,1,36,18000,36055,Monroe,14627,2,Other elite schools (public and private),2,1,0,1,22244.08,28205.119,0,0,6177,8071.0,46960.0,23695.0,0.8518204911092293,0.8090999010880316,12762.0,80967.95190380761,,1315.0,15555.0,0.64319998,55500.0,,293118500.0,177093536.0,0.12098214,0.043973215,0.037946429,0.047991070999999996,19.748653,0.0,5.8348293,3.5008976,0.0,32.495514,38.420109000000004,0.0
3794,Saint Martin's University,Seattle,WA,82100,49100,10.116468,1.6375713,29.844390999999998,0.0,3.0191984,0.0,-1.0425611,-2.3784339,89.33333333333331,3794,SAINT MARTIN'S UNIVERSITY,SAINT MARTIN'S UNIVERSITY,0,-122.816354,47.041068,Lacey,379400.0,4,53,39400,53067,Thurston,98503,6,Selective private,2,1,0,4,3526.009,5714.0317,0,0,1428,1408.0,31688.0,14940.0,0.47736625514403297,0.3392857142857143,6350.0,41604.945454545465,1045.0,995.0,12911.0,0.124,47400.0,,8813244.0,5231713.0,0.061818182,0.091818184,0.050000000999999995,0.056363635,2.9972751,32.697548,2.452316,0.81743872,12.80654,11.716621,36.51226,0.0
28,San Jose-Evergreen Community College District,San Jose,CA,67900,31900,15.518422,0.30572689,19.276037,0.4859778,2.9913371,0.075416096,3.056679,3.3440099,1523.0,1282,SAN JOSE CITY COLLEGE,SAN JOSE-EVERGREEN COMMUNITY COLLEGE DISTRICT,1,-121.926185,37.315827,San Jose,128200.0,4,6,37500,6085,Santa Clara,95135,9,Two-year (public and private not-for-profit),1,2,1,999,3691.845,2557.7544,0,0,18657,23699.0,1324.9874,146.14038,0.2593266606005459,0.2236559139784947,9889.708,66536.77011494253,,,8700.3232,,31282.365,,48924091.0,34384164.0,0.36064813,0.055867333,0.24422972,0.01257437,0.32822758,20.350109,7.3304157000000005,24.945295,2.1881838,11.378556,0.98468274,32.49453
28,San Jose-Evergreen Community College District,San Jose,CA,67900,31900,15.518422,0.30572689,19.276037,0.4859778,2.9913371,0.075416096,3.056679,3.3440099,1523.0,12452,EVERGREEN VALLEY COLLEGE,SAN JOSE-EVERGREEN COMMUNITY COLLEGE DISTRICT,1,-121.76561000000001,37.30167,San Jose,1245200.0,4,6,37500,6085,Santa Clara,95135,9,Two-year (public and private not-for-profit),1,2,1,999,3691.845,2557.7544,0,0,18657,23699.0,1324.9874,146.14038,0.2593266606005459,0.2236559139784947,9889.708,66536.77011494253,,,8700.3232,,31282.365,,48924091.0,34384164.0,0.36064813,0.055867333,0.24422972,0.01257437,0.32822758,20.350109,7.3304157000000005,24.945295,2.1881838,11.378556,0.98468274,32.49453
2052,Thomas College,Portland,ME,60700,38000,13.102926,0.052976057,22.806723,0.036658652,2.988348,0.0048033562,-1.5940056999999999,-2.6478839,125.6666666666667,2052,THOMAS COLLEGE,THOMAS COLLEGE,0,-69.664734,44.524909,Waterville,205200.0,1,23,20100,23011,Kennebec,4901,6,Selective private,2,1,0,5,2027.9470000000001,2486.1814,0,0,1339,737.0,23460.0,12780.0,0.4545454545454545,0.5465116279069767,6177.0,31211.55,,930.0,16402.0,0.27559999,36600.0,,3088624.0,1827442.375,0.0054644807,0.0054644807,0.0,0.0036429871999999995,0.0,80.575546,0.0,4.3165469000000005,3.5971222000000003,10.071942,1.438849,0.0
2732,Hofstra University,New York,NY,105300,55700,7.040501600000001,3.4900315,42.433890999999996,2.6517618,2.9875586,0.18669732,-3.1965871,-9.903702699999998,1763.333333333333,2732,HOFSTRA UNIVERSITY,HOFSTRA UNIVERSITY,0,-73.60078,40.715959000000005,Hempstead,273200.0,1,36,19400,36059,Nassau,11549,6,Selective private,2,1,0,3,7046.1504,13588.986,0,0,6826,13144.0,38900.0,15042.0,0.6212121212121213,0.5469740634005764,12848.0,72025.91810344828,1140.0,1095.0,28162.0,0.4129,53200.0,,148244998.0,86569216.0,0.048148940999999994,0.086882092,0.0637706,0.00010699764,10.750751,31.111110999999998,3.5435436,4.5045042,0.0,12.612613,37.477478000000005,0.0
1536,University Of Miami,Miami,FL,110100,54800,7.4726262000000006,7.3890842999999995,39.832901,3.8584995,2.9765637000000003,0.28833124,-2.1307032,-7.4210792,1726.333333333333,1536,UNIVERSITY OF MIAMI,UNIVERSITY OF MIAMI,0,-80.278662,25.72126,Coral Gables,153600.0,3,12,7000,12086,,33146,2,Other elite schools (public and private),2,1,0,1,15447.88,26529.117000000002,0,0,11380,13963.0,44350.0,22528.0,0.8168942842690946,0.6543504171632897,11115.0,67477.03125,1320.0,1190.0,20783.0,0.59560001,52400.0,,435280403.0,218060976.0,0.046789505,0.10284757,0.26655501,0.089893915,15.402299,21.724138,9.4252872,1.4367816,1.6666666,27.528736,22.816092,0.0
2996,North Dakota State College Of Science,Fargo,ND,63200,43500,9.7160187,0.17784512,30.598774,0.50557894,2.9729829,0.049122144000000006,-2.2639007999999996,-9.608524300000001,726.0,2996,NORTH DAKOTA STATE COLLEGE OF SCIENCE,NORTH DAKOTA STATE COLLEGE OF SCIENCE,0,-96.60737900000001,46.272158000000005,Wahpeton,299600.0,2,38,26801,38077,Richland,58076,9,Two-year (public and private not-for-profit),1,2,1,999,4736.9937,5178.7705,0,0,3168,2425.0,4438.0,1857.0,0.4727891156462585,0.5183673469387755,5728.0,37143.015384615384,,,7855.0,,41400.0,1.6494845,15643131.0,11276824.0,0.0037113403,0.016494846,0.0061855669999999995,0.0037113403,0.0,15.410573999999999,15.635546,9.2238474,0.0,23.734533,0.33745781,35.658043
2410,Jackson State University,Jackson,MS,37100,31700,30.505578999999997,0.029404886,9.744833,0.22740038,2.9727178,0.069369808,-7.831759,-1.4070059,923.6666666666665,2410,JACKSON STATE UNIVERSITY,JACKSON STATE UNIVERSITY,0,-90.20740500000001,32.296105,Jackson,241000.0,3,28,3003,28049,Hinds,39217,5,Selective public,1,1,1,4,4685.751,6188.3105,1,0,6903,6820.0,6602.0,2808.0,0.3852013057671382,0.3509933774834437,6761.0,46790.067055393585,925.0,,12846.0,0.3536,29500.0,354.40439,49774353.0,33409816.0,0.0018278194,0.97861451,0.0009139096899999999,0.007128495699999999,6.6869297,20.820669,1.3677812,0.0,15.805470999999999,25.835867,29.483282,0.0
3150,Cameron University,Lawton,OK,56400,32800,17.239676,0.044042952,17.229517,0.97304809,2.9703128,0.16775033,-2.4043155,-4.727972,597.6666666666666,3150,CAMERON UNIVERSITY,CAMERON UNIVERSITY,0,-98.434163,34.606487,Lawton,315000.0,3,40,33601,40031,Comanche,73505,5,Selective public,1,1,1,5,3231.2278,4357.0029,0,0,5358,4629.0,5340.0,2000.0,0.21217105263157895,0.2505543237250554,5919.0,44673.34736842106,,,7965.0,,33900.0,14.39879,25376025.0,17585908.0,0.034118425,0.19788685,0.06801673,0.012106538,9.214501400000001,20.996979,0.30211481,14.501510999999999,3.1722054,17.97583,32.930515,0.90634441
